HIT,SONG,ARTIST,PEAK_POSITION,FIRST_WEEK,WEEKS_ON_CHART,SONG_DISPLAY,ARTIST_DISPLAY,DEBUT_RANK,DANCEABILITY,ENERGY,LOUDNESS,VALENCE,TEMPO,ACOUSTICNESS,SPEECHINESS,INSTRUMENTALNESS,LIVENESS,SPOTIFY_GENRE,TRACK_NAME,TRACK_ARTIST,PLAYLIST_GENRE,PLAYLIST_SUBGENRE,SPOTIFY_POPULARITY,DURATION,GENRE,SENTIMENT_POLARITY,SENTIMENT_SUBJECTIVITY,MENTIONS
0,30 for 30 freestyle,drake,88,10/10/15,2,30 For 30 Freestyle,Drake,88,0.707,0.619,-9.143,0.317,88.955,0.671,0.409,0,0.123,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,56,253934,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
0,3000 miles,brian hyland,99,4/16/66,1,3000 Miles,Brian Hyland,99,0.548,0.659,-9.837,0.722,119.618,0.71,0.0491,0,0.305,"['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",,,,,9,161333,adult standards,0.17540606060606062,0.2713333333333333,9039
0,31 days,future,65,7/21/18,2,31 Days,Future,65,0.875,0.644,-6.554,0.788,139.086,0.267,0.222,0,0.125,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,56,240682,atl hip hop,0.13601749999999999,0.2909,68572
0,31 flavors,the shirelles,97,11/2/63,1,31 Flavors,The Shirelles,97,0.662,0.671,-3.045,0.92,130.922,0.304,0.0294,0,0.341,"['adult standards', 'brill building pop', 'classic girl group', 'doo-wop', 'motown', 'rhythm and blues', 'rock-and-roll', 'rockabilly', 'soul']",,,,,9,118333,adult standards,0.1720813953488372,0.3046046511627907,13752
0,32 flavors,alana davis,37,12/6/97,20,32 Flavors,Alana Davis,71,0.659,0.702,-9.255,0.402,94.28,0.11,0.0308,0.000136,0.365,"['ectofolk', 'lilith']",,,,,35,227306,ectofolk,-0.350966667,0.21766666666666665,877
0,33,polo g,93,5/30/20,1,33,Polo G,93,0.732,0.462,-10.191,0.117,180.067,0.126,0.406,0,0.12,['chicago rap'],,,,,70,170057,chicago rap,0.26077894736842105,0.15981578947368422,29220
1,34 35,ariana grande,2,11/14/20,28,34+35,Ariana Grande,8,0.83,0.585,-6.476,0.485,109.978,0.237,0.094,0,0.248,"['dance pop', 'pop', 'post-teen pop']",,,,,88,173710,dance pop,0.22962992125984252,0.2406771653543307,91944
1,34 35,ariana grande,2,11/14/20,28,34+35,Ariana Grande,8,0.88,0.662,-5.766,0.726,109.988,0.205,0.304,0,0.227,,,,,,78,182437,,0.22962992125984252,0.2406771653543307,91944
0,3500,travi scott featuring future 2 chainz,82,6/27/15,1,3500,Travi$ Scott Featuring Future & 2 Chainz,82,,,,,,,,,,,,,,,,,,0.8007,0.44399999999999995,516
0,360 degrees,grand puba,68,10/17/92,14,360 Degrees (What Goes Around),Grand Puba,95,0.959,0.75,-7.732,0.766,102.418,0.0277,0.171,0,0.0713,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'harlem hip hop', 'hip hop', 'turntablism']",,,,,17,240866,alternative hip hop,0.35071666666666673,0.24850000000000003,3091
0,365,zedd katy perry,86,3/2/19,1,365,Zedd & Katy Perry,86,0.745,0.693,-5.479,0.248,98.039,0.339,0.034,0,0.123,"['complextro', 'dance pop', 'edm', 'electro house', 'german techno', 'pop', 'post-teen pop', 'tropical house']",,,,,78,181899,complextro,0.11476666666666667,0.17266666666666666,4725
0,3am,eminem,32,5/16/09,1,3am,Eminem,32,,,,,,,,,,"['detroit hip hop', 'g funk', 'hip hop', 'rap']",,,,,,,detroit hip hop,0.1601404580152672,0.26928244274809165,86484
0,3rd man theme,herb alpert the tijuana brass,47,9/11/65,6,3rd Man Theme,Herb Alpert & The Tijuana Brass,80,0.553,0.677,-10.831,0.768,153.174,0.423,0.0712,0.962,0.185,"['adult standards', 'easy listening', 'lounge']",,,,,25,153973,adult standards,0.038797674,0.19772093023255816,14923
0,4 3 2 1,ll cool j featuring method man redman dmx canibus and master p,75,12/27/97,12,"4, 3, 2, 1","LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P",75,,,,,,,,,,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",,,,,,,east coast hip hop,0.3182,0.10799999999999998,346
0,4 5 6,sole featuring jt money kandi,21,10/30/99,16,"4, 5, 6",Sole Featuring JT Money & Kandi,84,0.82,0.664,-4.308,0.762,79.987,0.0485,0.0683,0,0.0539,"['alternative r&b', 'escape room', 'indie r&b', 'indie soul', 'nc hip hop']",,,,,23,255760,alternative r&b,0.3182,0.31499999999999995,110
0,4 by the beatles,the beatles,68,2/27/65,5,4 - By The Beatles,The Beatles,81,0.527,0.522,-10.614,0.73,85.155,0.717,0.0259,0.000595,0.142,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",,,,,33,305973,british invasion,0.16981256038647344,0.23904830917874395,126291
0,4 da gang,42 dugg roddy ricch,67,4/17/21,7,4 Da Gang,42 Dugg & Roddy Ricch,67,,,,,,,,,,,,,,,,,,-0.086933333,0.0365,2787
0,4 da gang,future,92,11/11/17,1,4 Da Gang,Future,92,0.705,0.474,-7.534,0.179,146.244,0.0751,0.355,0,0.229,"['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,55,187748,atl hip hop,0.13601749999999999,0.2909,68572
0,4 ever,lil mo featuring fabolous,37,3/22/03,20,4 Ever,Lil' Mo Featuring Fabolous,92,0.683,0.657,-10.668,0.764,99.059,0.0279,0.099,4.49e-05,0.367,"['hip pop', 'r&b', 'urban contemporary']",,,,,9,222946,hip pop,-0.233166667,0.127,1231
0,4 in the morning,gwen stefani,54,6/9/07,16,4 In The Morning,Gwen Stefani,76,0.709,0.822,-6.178,0.456,92.409,0.194,0.0341,0.000153,0.119,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rock', 'post-teen pop']",,,,,50,291106,dance pop,0.08563,0.18123333333333333,16368
0,4 minutes,avant,52,3/25/06,14,4 Minutes,Avant,94,0.825,0.6,-5.378,0.607,119.956,0.091,0.162,0,0.123,"['dance pop', 'deep pop r&b', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",,,,,48,240320,dance pop,0.18034285714285714,0.3229047619047619,10112
0,4 minutes,glee cast,89,5/8/10,1,4 Minutes,Glee Cast,89,0.675,0.942,-3.096,0.414,112.938,0.0052,0.0518,0.000167,0.0764,"['glee club', 'hollywood', 'post-teen pop']",,,,,44,189400,glee club,0.519573272,0.40996774193548385,205822
1,4 minutes,madonna featuring justin timberlake timbaland,3,4/5/08,20,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,68,0.753,0.931,-4.922,0.767,113.029,0.00994,0.0652,0.00696,0.234,"['dance pop', 'pop']",,,,,70,189693,dance pop,0,0,1493
0,4 my town,birdman featuring drake lil wayne,90,12/12/09,3,4 My Town (Play Ball),Birdman Featuring Drake & Lil Wayne,90,0.461,0.624,-6.909,0.511,152.167,0.0546,0.278,0,0.303,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",,,,,44,261266,dirty south rap,0.0109,0.10999999999999999,1552
1,4 seasons of loneliness,boyz ii men,1,9/27/97,20,4 Seasons Of Loneliness,Boyz II Men,2,0.583,0.488,-10.494,0.191,98.497,0.821,0.0444,1.71e-05,0.115,"['boy band', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,46,292400,boy band,-0.010891176,0.2422941176470588,17646
0,4 your eyez only,j cole,29,12/31/16,1,4 Your Eyez Only,J. Cole,29,0.704,0.481,-10.493,0.494,78.628,0.378,0.363,7.09e-05,0.0874,"['conscious hip hop', 'hip hop', 'nc hip hop', 'pop rap', 'rap']",,,,,66,530253,conscious hip hop,0.1334984251968504,0.21238582677165355,81436
0,409,the beach boys,76,10/13/62,1,409,The Beach Boys,76,0.459,0.7,-4.751,0.853,159.428,0.749,0.0306,0,0.258,"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",,,,,42,120866,baroque pop,0.20333898305084747,0.22156779661016948,58479
0,44 bulldog,pop smoke,39,7/18/20,2,44 Bulldog,Pop Smoke,39,0.8,0.564,-5.817,0.318,139.989,0.0287,0.4,1.65e-06,0.112,['brooklyn drill'],,,,,67,150857,brooklyn drill,0.18641052631578947,0.21673684210526312,26126
0,44 more,logic,22,3/10/18,5,44 More,Logic,22,0.829,0.589,-7.055,0.233,139.971,0.0635,0.202,0,0.113,"['conscious hip hop', 'dmv rap', 'hip hop', 'pop rap', 'rap']",44 More,Logic,rap,hip hop,73,188600,rap,0.19621951219512196,0.20592682926829267,25576
0,442 glenwood avenue,the pixies three,56,1/18/64,7,442 Glenwood Avenue,The Pixies Three,96,0.674,0.584,-12.91,0.961,131.237,0.723,0.0367,0,0.0719,['classic girl group'],,,,,6,134640,classic girl group,0.32299999999999995,0.21150000000000002,346
0,4422,drake featuring sampha,50,4/8/17,2,4422,Drake Featuring Sampha,50,0.621,0.247,-12.291,0.221,111.974,0.499,0.0393,0.0239,0.113,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,64,186293,canadian hip hop,0.025183333333333335,0.1345,4093
0,444 222,lil uzi vert,60,9/16/17,3,444+222,Lil Uzi Vert,60,0.791,0.513,-6.568,0.481,76.997,0.0235,0.269,2.83e-05,0.101,"['melodic rap', 'philly rap', 'pop rap', 'rap', 'trap']",,,,,65,247347,melodic rap,0.18135035460992907,0.23212765957446807,97303
0,4th dimension,kids see ghosts featuring louis prima,42,6/23/18,1,4th Dimension,KIDS SEE GHOSTS Featuring Louis Prima,42,0.765,0.542,-6.755,0.734,171.945,0.278,0.39,1.87e-05,0.609,"['hip hop', 'rap']",,,,,71,153351,hip hop,-0.06628,0.10999999999999999,3110
0,5 1 5 0,dierks bentley,33,5/26/12,20,5-1-5-0,Dierks Bentley,94,,,,,,,,,,"['contemporary country', 'country', 'country road', 'modern country rock']",,,,,,,contemporary country,-0.003101724,0.2043448275862069,32798
0,5 10 15 20,the presidents,11,10/3/70,15,5-10-15-20 (25-30 Years Of Love),The Presidents,99,,,,,,,,,,"['alternative metal', 'alternative rock', 'comic', 'garage rock', 'grunge', 'pop rock', 'post-grunge', 'rock']",,,,,,,alternative metal,0.05035,0.40700000000000003,548
0,5 4 3 2,jade,72,9/24/94,13,5-4-3-2 (Yo! Time Is Up),Jade,90,,,,,,,,,,"['folk-pop', 'indie folk', 'uk americana']",,,,,,,folk-pop,0.21130000000000004,0.25589999999999996,5074
0,5 7 0 5,city boy,27,8/12/78,12,5.7.0.5.,City Boy,81,,,,,,,,,,[],,,,,,,,0.3466,0.15000000000000002,896
0,5 d,the byrds,44,7/16/66,5,5 D (Fifth Dimension),The Byrds,74,0.212,0.518,-11.186,0.52,175.538,0.667,0.042,0,0.341,"['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']",,,,,4,154640,album rock,0.089358621,0.14955172413793102,12404
0,5 miles to empty,brownstone,39,5/17/97,16,5 Miles To Empty,Brownstone,61,0.671,0.733,-10.884,0.803,123.577,5.01e-05,0.0283,0.858,0.0745,"['girl group', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",,,,,20,225933,girl group,0.35441666666666666,0.22616666666666665,2081
0,5 oclock,nonchalant,24,3/2/96,20,5 O'Clock,Nonchalant,83,0.731,0.758,-8.322,0.8,86.105,0.112,0.116,1.64e-06,0.0987,['hip pop'],,,,,31,302640,hip pop,-0.067433333,0.24766666666666667,924
1,5 oclock,t pain featuring wiz khalifa lily allen,10,10/15/11,20,5 O'Clock,T-Pain Featuring Wiz Khalifa & Lily Allen,62,0.4,0.882,-1.958,0.385,167.114,0.168,0.334,0,0.124,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",,,,,61,281533,dance pop,-0.23424,0.091,3316
0,5 star,yo gotti,79,11/28/09,2,5 Star,Yo Gotti,79,0.715,0.809,-5.598,0.636,76.493,0.0607,0.205,0,0.352,"['dirty south rap', 'gangster rap', 'hip hop', 'memphis hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,40,247440,dirty south rap,0.29319999999999996,0.22355555555555556,4694
0,5 tint,travis scott,36,8/18/18,2,5% Tint,Travis Scott,36,0.712,0.481,-5.415,0.062,140,0.173,0.0487,0,0.241,['rap'],,,,,73,196138,rap,0.1959173469387755,0.24588775510204083,73560
1,50 ways to leave your lover,paul simon,1,12/20/75,17,50 Ways To Leave Your Lover,Paul Simon,74,0.815,0.372,-12.814,0.293,101.684,0.166,0.0752,0.000116,0.0767,"['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",50 Ways to Leave Your Lover,Paul Simon,rock,permanent wave,69,217347,rock,0.20808,0.23522857142857145,19730
0,50 ways to say goodbye,train,20,7/28/12,20,50 Ways To Say Goodbye,Train,98,0.591,0.935,-2.664,0.736,140.043,0.000284,0.0478,0.000278,0.142,"['neo mellow', 'pop', 'pop rock']",,,,,66,247946,neo mellow,0.1565304347826087,0.2241086956521739,30259
0,500 miles,hooters,97,12/9/89,5,500 Miles,Hooters,99,0.534,0.732,-7.29,0.67,74.799,0.548,0.0404,4.91e-05,0.0845,"['album rock', 'mellow gold', 'philly indie', 'soft rock']",,,,,51,262060,album rock,-0.004327273,0.14722727272727273,10114
1,500 miles away from home,bobby bare,10,10/5/63,11,500 Miles Away From Home,Bobby Bare,96,0.501,0.429,-10.803,0.551,108.948,0.669,0.0293,0,0.539,"['classic country pop', 'country', 'country rock', 'outlaw country']",,,,,48,162560,classic country pop,-0.035641667,0.21541666666666667,3844
0,57 channels,bruce springsteen,68,6/20/92,6,57 Channels (And Nothin' On),Bruce Springsteen,78,0.894,0.316,-18.975,0.64,132.061,0.608,0.0978,0.0153,0.111,"['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",,,,,35,145466,heartland rock,0.10782985074626865,0.2762686567164179,35232
1,6 foot 7 foot,lil wayne featuring cory gunz,9,1/1/11,21,6 Foot 7 Foot,Lil Wayne Featuring Cory Gunz,9,0.365,0.751,-5.429,0.604,79.119,0.000707,0.304,0,0.318,"['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",,,,,71,248586,hip hop,0.28704,0.25739999999999996,3020
0,6 god,drake,83,3/7/15,1,6 God,Drake,83,0.857,0.639,-8.622,0.477,105.504,0.0239,0.128,0,0.121,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,64,180666,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
0,6 inch,beyonce featuring the weeknd,18,5/14/16,3,6 Inch,Beyonce Featuring The Weeknd,18,0.516,0.637,-8.832,0.324,138.011,0.0433,0.0632,3.89e-06,0.11,"['dance pop', 'pop', 'pop rap', 'r&b']",,,,,68,260440,dance pop,0.3859,0.194,1416
0,6 kiss,trippie redd featuring juice wrld ynw melly,60,12/7/19,4,6 Kiss,Trippie Redd Featuring Juice WRLD & YNW Melly,60,0.687,0.449,-10.061,0.229,142.048,0.109,0.154,0,0.282,"['melodic rap', 'rap', 'trap']",6 Kiss,Trippie Redd,rap,hip hop,83,199437,rap,0.4215,0.17700000000000005,675
0,6 man,drake,97,3/7/15,1,6 Man,Drake,97,0.798,0.529,-9.288,0.368,78.967,0.227,0.482,0,0.114,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",6 Man,Drake,r&b,urban contemporary,1,167653,r&b,0.14747124183006538,0.27122549019607844,192888
0,6 minutes of pleasure,ll cool j,95,9/14/91,2,6 Minutes Of Pleasure,LL Cool J,95,0.596,0.671,-10.859,0.89,200.121,0.0148,0.15,0.221,0.109,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",,,,,23,274053,east coast hip hop,0.45366756756756754,0.33516216216216216,16672
0,6 underground,sneaker pimps,45,5/3/97,22,6 Underground,Sneaker Pimps,94,0.587,0.687,-8.635,0.402,169.938,0.0281,0.0509,0.14,0.121,"['alternative dance', 'electronica', 'trip hop']",,,,,50,228840,alternative dance,0.22784,0.11679999999999999,2325
0,634 5789,wilson pickett,13,2/12/66,11,"634-5789 (Soulsville, U.S.A.)",Wilson Pickett,81,,,,,,,,,,"['brill building pop', 'classic rock', 'classic soul', 'folk rock', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",,,,,,,brill building pop,0.074871429,0.23238095238095238,22836
1,65 love affair,paul davis,6,2/27/82,20,'65 Love Affair,Paul Davis,82,0.647,0.686,-4.247,0.952,155.697,0.432,0.0274,6.19e-06,0.133,"['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",,,,,40,219813,album rock,-0.034238095,0.30785714285714283,4530
0,66,lil yachty featuring trippie redd,73,3/24/18,1,66,Lil Yachty Featuring Trippie Redd,73,0.667,0.723,-4.31,0.251,148.057,0.0455,0.27,0.000179,0.213,"['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",,,,,68,153474,atl hip hop,0.4082,0.2025,1275
1,679,fetty wap featuring remy boyz,4,7/18/15,40,679,Fetty Wap Featuring Remy Boyz,34,0.618,0.717,-5.738,0.603,190.05,0.00256,0.318,0,0.625,"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",679 (feat. Remy Boyz),Fetty Wap,rap,hip hop,75,196693,rap,0.19373999999999997,0.13899999999999998,3777
1,7,prince and the new power generation,7,11/28/92,23,7,Prince And The New Power Generation,98,0.738,0.79,-8.308,0.573,135.148,0.0165,0.036,0.00282,0.296,"['funk', 'funk rock', 'minneapolis sound', 'motown']",,,,,53,178266,funk,0.3082153846153846,0.21553846153846154,5287
0,7 30 guided tour,the five americans,96,1/27/68,2,7:30 Guided Tour,The Five Americans,96,,,,,,,,,,"['bubblegum pop', 'classic garage rock', 'freakbeat']",,,,,,,bubblegum pop,0.22064285714285714,0.314,2403
0,7 6 5 4 3 2 1,gary toms empire,46,6/21/75,17,7-6-5-4-3-2-1 (Blow Your Whistle),Gary Toms Empire,97,,,,,,,,,,[],,,,,,,,0,0,1002
0,7 and 7 is,love,33,7/30/66,10,7 And 7 Is,Love,89,0.453,0.788,-9.23,0.55,78.504,0.00438,0.0341,0.000121,0.131,"['adult standards', 'brill building pop', 'motown']",,,,,41,139160,adult standards,0.5524857142857142,0.427,3013
1,7 days,craig david,10,12/8/01,20,7 Days,Craig David,61,0.659,0.812,-7.499,0.888,83.013,0.23,0.0487,0,0.0951,"['british soul', 'dance pop', 'pop', 'r&b', 'tropical house', 'urban contemporary']",7 Days,Craig David,r&b,urban contemporary,70,235133,r&b,0.12000999999999999,0.1216,6177
1,7 rings,ariana grande,1,2/2/19,33,7 Rings,Ariana Grande,1,0.778,0.317,-10.732,0.327,140.048,0.592,0.334,0,0.0881,"['dance pop', 'pop', 'post-teen pop']",7 rings,Ariana Grande,pop,post-teen pop,90,178627,pop,0.22962992125984252,0.2406771653543307,91944
0,7 rooms of gloom,four tops,14,5/20/67,8,7 Rooms Of Gloom,Four Tops,87,0.452,0.694,-8.552,0.874,89.262,0.246,0.0399,0,0.267,"['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",,,,,33,154573,adult standards,0.3335472222222222,0.37424999999999997,26287
0,7 seconds,youssou ndour neneh cherry,98,10/8/94,4,7 Seconds,Youssou N'Dour & Neneh Cherry,98,0.68,0.702,-9.621,0.509,154.198,0.0838,0.0267,1.79e-06,0.326,"['afropop', 'mande pop', 'mbalax', 'world']",,,,,60,305773,afropop,-0.6496,0.281,472
1,7 summers,morgan wallen,6,8/29/20,24,7 Summers,Morgan Wallen,6,0.466,0.786,-5.13,0.571,203.903,0.417,0.0328,6.1e-05,0.125,['contemporary country'],,,,,75,210506,contemporary country,0.1183493670886076,0.25850632911392407,57843
1,7 things,miley cyrus,9,6/21/08,15,7 Things,Miley Cyrus,84,0.599,0.893,-4.404,0.591,107.033,0.018,0.0376,0,0.0772,"['dance pop', 'pop', 'post-teen pop']",7 Things - Single Version,Miley Cyrus,pop,post-teen pop,61,213453,pop,0.046659259259259254,0.17981481481481482,54237
1,7 years,lukas graham,2,2/6/16,36,7 Years,Lukas Graham,96,0.765,0.473,-5.829,0.34,119.992,0.287,0.0514,0,0.391,"['danish pop', 'pop', 'scandipop']",7 Years,Lukas Graham,latin,latin hip hop,79,237300,latin,0.079042857,0.16671428571428573,5803
0,77 sunset strip,the big sound of don ralke,69,4/4/59,5,77 Sunset Strip,The Big Sound Of Don Ralke,96,,,,,,,,,,,,,,,,,,0,0,551
0,777 9311,the time,88,10/9/82,3,777-9311,The Time,92,,,,,,,,,,"['electro', 'funk', 'funk rock', 'minneapolis sound', 'new jack swing', 'post-disco', 'quiet storm']",,,,,,,electro,0.4262,0.393,3882
0,8,billie eilish,79,4/13/19,1,8,Billie Eilish,79,0.735,0.235,-13.239,0.462,62.446,0.698,0.315,0.00604,0.107,"['electropop', 'pop']",8,Billie Eilish,r&b,urban contemporary,80,173202,r&b,0.14955959595959595,0.27916161616161617,80731
0,8 out of 10,drake,21,7/14/18,3,8 Out Of 10,Drake,21,0.529,0.69,-7.87,0.311,170.54,0.161,0.74,0,0.498,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,66,195720,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
0,8 x 10,bill anderson,53,8/24/63,6,8 X 10,Bill Anderson,83,0.4,0.235,-17.508,0.507,93.236,0.232,0.0455,4.04e-05,0.348,['nashville sound'],,,,,8,167440,nashville sound,0.10662500000000001,0.239125,2063
1,808,blaque,8,4/17/99,20,808,Blaque,77,0.867,0.42,-9.478,0.367,121.66,0.00328,0.167,3.18e-06,0.0887,[],808,Blaque,r&b,new jack swing,41,306693,r&b,-0.2608,0.10949999999999999,1032
0,80s mercedes,maren morris,74,11/5/16,13,80s Mercedes,Maren Morris,95,0.485,0.834,-5.413,0.659,90.933,0.0665,0.0715,0,0.28,"['contemporary country', 'pop', 'texas country']",,,,,63,211767,contemporary country,0.36760000000000004,0.2605172413793103,20352
0,853 5937,squeeze,32,12/19/87,12,853-5937,Squeeze,79,,,,,,,,,,"['art rock', 'classic uk pop', 'dance rock', 'jangle pop', 'new romantic', 'new wave', 'new wave pop', 'power pop', 'pub rock', 'rock']",,,,,,,art rock,0.24370000000000003,0.33666666666666667,2934
0,865,morgan wallen,46,1/23/21,5,865,Morgan Wallen,46,0.532,0.584,-5.254,0.367,88.003,0.723,0.0248,0,0.101,['contemporary country'],,,,,73,190680,contemporary country,0.1183493670886076,0.25850632911392407,57843
1,867 5309 jenny,tommy tutone,4,1/23/82,27,867-5309/jenny,Tommy Tutone,88,0.73,0.785,-7.201,0.724,137.639,0.0418,0.0456,0.00669,0.123,"['album rock', 'new wave pop']",867-5309 / Jenny,Tommy Tutone,rock,classic rock,43,231080,rock,-0.4728,0.315,699
0,8th of november,big rich,94,7/22/06,2,8th Of November,Big & Rich,95,0.259,0.729,-2.665,0.284,169.11,0.117,0.0418,0,0.438,"['detroit hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",,,,,49,298240,detroit hip hop,0.40390000000000004,0.42357142857142854,6278
0,8th wonder,sugarhill gang,82,2/7/81,9,8th Wonder,Sugarhill Gang,98,0.871,0.937,-8.536,0.675,106.494,0.298,0.195,0,0.634,"['east coast hip hop', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']",,,,,32,446506,east coast hip hop,0.3014,0.1778,2258
0,8th world wonder,kimberley locke,49,3/27/04,20,8th World Wonder,Kimberley Locke,78,0.537,0.758,-4.065,0.295,100.041,0.0103,0.0249,0,0.131,['idol'],,,,,32,240733,idol,-0.04755,0.06,595
0,9,drake,45,5/21/16,5,9,Drake,45,0.7,0.721,-7.296,0.0378,100.003,0.000855,0.0447,0.00112,0.257,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,62,255786,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
0,9 999 999 tears,dickey lee,52,11/20/76,10,"9,999,999 Tears",Dickey Lee,93,,,,,,,,,,[],,,,,,,,-0.104933333,0.24341666666666664,3862
0,9 am in dallas,drake,57,7/3/10,1,9 AM In Dallas,Drake,57,,,,,,,,,,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",,,,,,,canadian hip hop,0.14747124183006538,0.27122549019607844,192888
